SPECTRAL MEASUREMENT - Optoelectronics group LDCS version 1.1.0
Tom_0.5_2_620-630,06/12/2023,09:18:49

OSA_INST,OSA_SN,OS_CTRWL,OSA_SPAN,OSA_STARTWL,OSA_ENDWL,OSA_PTS,OSA_RES,OSA_AVE,OSA_SENSMODE
YOKOGAWA AQ6370,91G312892,625.000,10.0,620.000,630.000,1001,0.020,1,SENS HIGH2
Data grabbed from OSA via LDCS WL menu

Wavelength (nm), Power (kW)
629.6600000000,0.0000000000
629.6700000000,0.0000000000
629.6800000000,0.0000000000
629.6900000000,0.0000000000
629.7000000000,0.0000000000
629.7100000000,0.0000000000
629.7200000000,0.0000000000
629.7300000000,0.0000000000
629.7400000000,0.0000000122
629.7500000000,0.0000001039
629.7600000000,0.0000000000
629.7700000000,0.0000000000
629.7800000000,0.0000000000
629.7900000000,0.0000000000
629.8000000000,0.0000000000
629.8100000000,0.0000000000
629.8200000000,0.0000000043
629.8300000000,0.0000000000
629.8400000000,0.0000000000
629.8500000000,0.0000000000
629.8600000000,0.0000000000
629.8700000000,0.0000000000
629.8800000000,0.0000000000
629.8900000000,0.0000000000
629.9000000000,0.0000000000
629.9100000000,0.0000000000
629.9200000000,0.0000000000
629.9300000000,0.0000000000
629.9400000000,0.0000000000
629.9500000000,0.0000000000
629.9600000000,0.0000000000
629.9700000000,0.0000000000
629.9800000000,0.0000000735
629.9900000000,0.0000000000
630.0000000000,0.0000000000
